speaker	lang	ltype	ave_ttr	se	nmessages
Paulfromitaly	Italian	L2	0.7259036144578314	0.010035253968051851	83
Angel.Aura	Italian	L2	0.7771428571428572	0.01206341173419692	14
francisgranada	Hungarian	L2	0.7456514084507045	0.003194515633531185	568
Passante	italian	L2	0.7152631578947368	0.009087796711527141	57
bearded	Italian	L2	0.7519726027397258	0.0032807098007648057	365
TheCrociato91	Italian - Northern Italy	L2	0.7176562499999999	0.00754201915612715	64
Necsus	Italian (Italy)	L2	0.7687201365187701	0.002695055473582244	586
giginho	Italiano & Piemontese	L2	0.7337837837837841	0.007127083288465315	111
ohbice	italiano	L1	0.7284615384615388	0.007120756706880881	104
Tegs	English (Ireland)	L1	0.6743137254901961	0.009140536312238774	51
xeneize	Italian	L2	0.7257055214723928	0.005101387660644663	163
sabrinita85	Italian	L2	0.7460937500000001	0.009192650369100944	64
SunDraw	Veneto (Italia)	L2	0.7846785714285721	0.004012861860336782	280
zipp404	Bilingual English|Español	L1	0.7422840690978888	0.0033064046887512485	521
MünchnerFax	Italian, Italy	L1	0.7771578947368416	0.007408513546263357	95
irene.acler	Italiano	L2	0.7392307692307694	0.009717914890679235	26
stella_maris_74	Italian - Italy	L2	0.7623456790123457	0.007117340164458443	81
vega3131	Italian	L2	0.7555555555555556	0.020419973277210113	9
annapo	Italian	L2	0.7338759689922482	0.0057999913098865895	129
Giorgino	Italian	L2	0.7459210526315792	0.006707360794480309	76
moodywop	Italian - Italy	L2	0.7541379310344828	0.008661247605757545	58
Saoul	Italian	L2	0.7658064516129035	0.006538938355122953	62
dragonseven	italiano	L1	0.7546014492753619	0.0033846455896464137	552
infinite sadness	italiano	L2	0.7335	0.008034780165486316	40
Giorgio Spizzi	Italian	L2	0.703351158645277	0.003889099500571637	561
olaszinho	Central Italian	L2	0.7708888888888888	0.008988332629402972	45
Stiannu	Italy, Italian	L2	0.7733333333333337	0.01354592423912313	21
la italianilla	Italia	L2	0.7704761904761902	0.005392360431240493	126
panzona	Italian	L2	0.7562500000000001	0.00901343370638999	40
Teerex51	Italian, standard	L2	0.7722222222222223	0.010378634273483005	9
Anja.Ann	Italian	L2	0.7592920353982296	0.006638484909414941	113
Nino83	Italian	L2	0.7081355932203388	0.006889613025979772	177
Sempervirens	italiano	L1	0.7830735930735937	0.003660024480848365	231
Palmiro Premoli	Italiano	L1	0.7433333333333335	0.0348010216963685	3
tie-break	Italy	L2	0.7455999999999999	0.01255760062007601	25
facciadipietra	Italian (northern, southern and central background)	L1	0.7614583333333335	0.008695955606632865	48
VogaVenessian	Italiano	L1	0.758478260869565	0.008884483522918995	46
Connie Eyeland	Italiano	L1	0.7550537634408601	0.003744940104284432	279
rocamadour	Italian	L2	0.7906382978723406	0.008348360363034024	47
Hermocrates	Italian & British English (bilingual)	L1	0.7457692307692305	0.00573294092271323	130
matoupaschat	Français (Belgique)	L1	0.7836708860759494	0.006149646367420826	79
saltapicchio	Italia (Roma) - Italiano	L1	0.7594871794871796	0.012468306476416134	39
Einstein	UK, English	L1	0.6809558823529414	0.0045967629277915084	272
rainbowizard	Italian - Italy	L1	0.7368421052631579	0.017472662550277664	19
ursu-lab	italian, catalan & spanish	L1	0.7359375000000001	0.004952939818767676	224
Agró	Spanish-Navarre	L2	0.7239910313901348	0.004042326411996976	223
itka	français	L2	0.7266375545851532	0.003559839831228497	458
daniele712	Italia	L1	0.7392307692307695	0.011846320345150263	52
Kraus	Italian, Italy	L2	0.7592857142857143	0.013443585247299657	14
pedro_trionix	Spanish and Galician	L2	0.6933333333333334	0.04333333333333335	3
theartichoke	English -- Canada	L1	0.688022598870056	0.004996171844758106	177
frugnaglio	Italian	L2	0.7485416666666667	0.009035928989697505	48
violadaprile	italian	L1	0.7547499999999997	0.00479998822234736	200
giusyna	italian	L2	0.7799999999999999	0.012182817926554552	20
Astropolyp	Italian - Tuscany	L2	0.7408333333333332	0.018325920767608826	24
aglaja	Italiano	L2	0.7214285714285714	0.02063614160001948	7
dôghen	italiano	L2	0.7745454545454544	0.008221750662773735	55
Alemanita	German, Germany	L2	0.7246808510638298	0.010273102678945356	47
quasi.stellar	italiano - italiano	L1	0.7524390243902441	0.0050524919701884	123
london calling	UK ENGLISH	L1	0.6757819189121131	0.004531371890142839	361
Alxmrphi	UK English	L1	0.7061229946524067	0.002199746843752575	748
Silvia10975	italiano (Toscana-Italia)	L2	0.7360000000000001	0.015070206073943092	10
0scar	Spanish-Argentina	L2	0.6777358490566037	0.009114023347812288	53
brian	AmE (New Orleans)	L2	0.6636964285714292	0.003258326137478239	560
niklavjus	Italiano (Italia)	L2	0.7929999999999999	0.03151895373334027	10
Pugnator	Neapoilitan (Naples) / Italian (Italy)	L2	0.7591176470588236	0.011378809205754646	34
chipulukusu	Italian	L2	0.6820725388601034	0.005425471912988381	193
Kaxgufen	Castellano de Argentina	L1	0.6953476966193729	0.005627765897103462	173
TimLA	English - US	L1	0.6680000000000003	0.013313883493214365	80
flljob	México español	L1	0.6844545454545459	0.007023832138431518	110
pantarhei	Italiano	L1	0.7763636363636365	0.017800547860451692	11
winnie	italy, italian	L2	0.7757142857142858	0.02543499116394979	7
femmejolie	Spanish (Spain)	L1	0.6879687500000002	0.011013113772916283	64
Pitt	German	L2	0.6889041095890414	0.008839774604719176	73
Elxenc	català/valencià	L2	0.7245809804077515	0.002703005069938358	381
Sprocedato	Italian - Rome	L2	0.7476470588235296	0.01666118710384535	17
Huginn	Italian	L1	0.7987500000000001	0.022790779777294656	8
Cristina.	Spain-Spanish	L1	0.7028467153284673	0.004993500396715252	137
nand-o	European Spanish	L1	0.7050000000000001	0.018416478128748356	16
giuggiola91	Italian	L2	0.6321875000000001	0.012170946160572245	32
merquiades	English (US Northeast)	L1	0.7287878787878787	0.005781125551498762	99
oirelav	italian	L1	0.7727272727272727	0.006618281717527749	11
Rise up	Español	L2	0.68375	0.018120381184889962	8
chlapec	Galician & Spanish-Spain	L1	0.7069230769230769	0.015122771731798079	13
Adolfo Afogutu	Español	L2	0.712606382978723	0.002558825452881603	564
idialegre	USA English	L1	0.6592753623188408	0.00897880150187358	69
otherwise	Italiano - Italia	L2	0.6739130434782609	0.016994990315502532	23
pollonia	Italiano	L1	0.7328571428571429	0.024948927423675687	7
Corsicum	Corsu in casa è u Francese à scola	L2	0.7181159420289855	0.008588031090925664	69
Neretva	Spanish-Spanish	L1	0.7146153846153845	0.015217036025597732	13
AnaHugo	Mexican Spanish	L1	0.6807692307692309	0.02779184390736252	13
Pinairun	Castellano	L2	0.6890488771466321	0.0027626652260032596	757
Forero	USA English	L1	0.6032083469188149	0.0016732961654872223	3067
Pixidio	Español	L1	0.7042771084337346	0.003198339453460936	332
woosh	español	L1	0.7158333333333333	0.010088676868954798	24
You little ripper!	Australian English	L1	0.6984615384615385	0.010897756405543127	65
Kerena	Spanish	L2	0.7254545454545455	0.010314579192432961	44
Aoyama	français Clodoaldien	L2	0.7392142857142859	0.007469064570720454	140
sunkitty	USA English	L1	0.6818181818181818	0.012563886328259317	11
Eva Maria	Catalonia / Spain (Catalan / Spanish)	L2	0.7292682926829268	0.0107600789047703	41
Cecilio	Spanish, Valencian/Catalan	L2	0.7330985915492956	0.006230293840572065	71
Hockey13	AmEnglish/German	L1	0.7097297297297297	0.010437044834523365	37
Surinam del Nord	Español - España	L2	0.6947222222222221	0.006675382278861979	72
esteban	Colombia Spanish	L1	0.7319999999999999	0.012682354089961292	20
Artrella	Spanish-Argentina	L2	0.7154999999999999	0.012041328404440672	40
snarkhunter	French - France	L2	0.7621457489878543	0.0034167890003310025	247
OLN	French - France,  ♀	L2	0.6992162162162157	0.00406663956273563	370
Nanon	français (France)	L2	0.7515457413249212	0.0029645083866219717	317
Maître Capello	French – Switzerland	L2	0.6766477272727277	0.0036938084498579224	704
nicduf	français	L1	0.7035064935064936	0.007476932477124031	77
Thomas1	polszczyzna warszawska	L2	0.694918630751965	0.003206712749210673	648
DearPrudence	French (lower Normandy)	L2	0.7308064516129033	0.006564850067961324	124
Piotr Ivanovitch	France	L1	0.7245754716981131	0.0049837924574188865	212
Yendred	Français - France	L2	0.7000000000000001	0.011868848521124168	46
SergueiL	Français	L2	0.7345312499999999	0.004261201627193677	256
Bezoard	French - France	L2	0.7401851851851851	0.006392305486036859	108
Chimel	Français	L2	0.7552173913043474	0.001984043428901783	690
Gérard Napalinex	French - France	L2	0.7225	0.023228933107943918	4
J.F. de TROYES	francais-France	L2	0.7171249999999996	0.00805478423364853	80
Calamitintin	France, St Maix les bains, 79	L2	0.6838461538461539	0.024272450922131008	13
Lacuzon	French - France	L2	0.6667500000000001	0.008584040383159896	120
tilt	French French	L2	0.7308609271523181	0.004506120454207269	302
CapnPrep	AmE	L2	0.7471710526315789	0.0040789806377413505	304
Aupick	UK, English	L1	0.6955357142857145	0.010453731213754487	56
CABEZOTA	french	L2	0.7262595419847331	0.005433996071430032	131
olivier68	French Paris France	L1	0.726923076923077	0.01541663334928966	13
volo	français	L2	0.7413366336633664	0.004345603464110547	202
k@t	Français de France	L1	0.7094158075601379	0.004661043987103352	291
plantin	français	L1	0.7504088050314459	0.0033814653673712876	318
Punky Zoé	France - français	L2	0.7311153846153847	0.004001366967311476	260
Stefan Ivanovich	French	L2	0.6730769230769231	0.03161029967217792	13
Anne345	France	L1	0.7030263157894736	0.008269622568960223	76
Gwynplaine	French	L1	0.6837499999999999	0.011911552402821442	32
Donaldos	French - France	L1	0.747142857142857	0.008139932641082514	70
Juan Jacob Vilalta	Español/Francés	L2	0.7544444444444444	0.00798075687883969	45
germanbz	Spanish-Spain/Catalan (Val)	L1	0.7003174603174603	0.0037270856153264944	189
Frenchrescue	French	L1	0.7033333333333333	0.018640674544520855	12
Xence	Algeria (Arabic - French)	L2	0.7564383561643837	0.007613599002088332	73
geostan	English Canada	L1	0.7235185185185187	0.010995702760800329	54
Asmodée	Français	L1	0.7324657534246574	0.006161761661252734	73
quinoa	french	L2	0.6848076923076926	0.010043233784134927	52
Comtois	Français	L1	0.7324509803921571	0.0061154940608606385	102
Logospreference-1	français	L1	0.7030618253189393	0.002313729151424769	1019
Roméo31	français - France	L1	0.7137115839243499	0.0036865956507263135	423
geve	France, French	L2	0.7468867924528301	0.006491909689793469	106
timpeac	English (England)	L1	0.6808462867012083	0.0025986033823474823	579
much_rice	English - American	L1	0.7032857142857144	0.008720935588524296	70
LV4-26	France French	L2	0.717358490566038	0.0025685499932995575	742
Nicomon	Français, Québec ♀	L2	0.743709327548807	0.0028667448803567958	461
IlEnAppert	Allemand	L2	0.7162711864406779	0.007590861285044471	59
Marie3933	français	L2	0.7087719298245617	0.010905352021907254	57
CARNESECCHI	French / France	L1	0.6701886792452829	0.014329449832900902	53
josepbadalona	France/français	L2	0.692	0.022744962812309307	10
Little Chandler	español (ESP)	L2	0.6984374999999998	0.0102745513892335	64
Gévy	Français France	L2	0.737887323943662	0.006931442061550079	71
Nunty	Hebrew-US English (bilingual)	L1	0.6911783439490441	0.004041692744623859	314
Agnès E.	France, French	L2	0.7288372093023258	0.007575283093320294	86
Francois114	French - France	L1	0.7457142857142859	0.006041792871181015	98
chics	Catalan - Spanish	L1	0.7198980167766299	0.00211215867709262	519
swift	Spanish – Costa Rica (Valle Central)	L2	0.7190933692223097	0.002168022318190113	698
xmarabout	French - Belgium	L1	0.6937142857142857	0.015718563206976545	35
luklamainfroide	French	L1	0.7052173913043478	0.016961588378541666	23
newg	(France)-ais	L2	0.7003333333333334	0.013143621619326641	30
proyoyo	French - Cantonese	L1	0.719	0.010119902636810847	60
MarcusK	French	L1	0.658	0.048518037882832814	5
Cal inhibes	Spanish	L2	0.6820000000000002	0.007223522112424345	120
JeanDeSponde	France, Français	L2	0.7171176470588234	0.0058537924824328055	170
Michelvar	French from France	L2	0.6819999999999998	0.01088886163436324	65
Erebos12345	Canadian English	L1	0.6765060240963855	0.01034581850190116	83
Grop	français	L2	0.7187500000000001	0.009701886546651769	40
Me-K	french	L1	0.7251401869158878	0.006874911372739601	107
xav	France	L2	0.7556521739130434	0.010488789386460707	46
StefKE	French - Belgium	L2	0.7294736842105264	0.02068241737387601	19
Thomas Tompion	English - England	L1	0.6715785446012102	0.0011644840266928347	5161
Cintia&Martine	Français	L2	0.7303314917127071	0.0039135066618290575	181
Wordsmyth	Native language: English (BrE)	L1	0.6994306246545074	0.0017361146885060443	1809
Grégory80	French	L1	0.6328571428571429	0.024271704642618394	7
jann	English - USA	L1	0.701219512195122	0.009828995941273115	41
lectrice	Russian/Moscow	L2	0.73	0.030000000000000023	2
Kaitchou23	French - France	L2	0.7142857142857143	0.022345463250762032	7
la grive solitaire	United States, English	L1	0.7066666666666666	0.03041381265149111	9
Joelline	American English	L1	0.6767619047619047	0.007166894840172829	105
nopal	french of FRANCE	L1	0.7394736842105264	0.0071522165300489495	19
Víctor Pérez	Español peninsular Français	L2	0.6986060606060606	0.00566227187284291	165
Jeanne75	French - France	L1	0.7199999999999999	0.015256098387585732	19
agnelo	French	L1	0.7145454545454545	0.010304325665781565	44
Domtom	español, català	L1	0.688773006134969	0.0054313121577029295	163
Talant	Spanish-ES	L2	0.6824561403508773	0.008786954551228913	57
Hildy1	English - US and Canada	L1	0.6370652173913045	0.009442837356463247	92
Keith Bradford	English (Midlands UK)	L1	0.6961325503355709	0.002406208244407974	1192
Robert_Hope	(British) English	L1	0.6838461538461539	0.027678059012335665	13
lamy08	French	L2	0.7352380952380951	0.0187288807742665	21
utrerana	español	L1	0.7152941176470589	0.009712766963574648	34
wildan1	English - USA	L1	0.739047619047619	0.00963388765676765	21
sound shift	English - England	L1	0.6397471910112359	0.004610203260532687	356
Lusios	french	L1	0.6914285714285715	0.016759379319130813	28
betikote	Español - España	L1	0.6416666666666666	0.032702361450580975	6
Tazzler	American English	L1	0.6794202898550722	0.007234602540002315	69
elroy	US English/Palestinian Arabic bilingual	L1	0.6591986062717766	0.004709224448421714	287
cropje_jnr	English - Australia	L1	0.6853750000000003	0.008180990140780291	80
PhilFrEn	français - France	L1	0.7581818181818182	0.016723319691006433	11
emma42	British English	L1	0.6712	0.010172552104881579	50
Arrius	English, UK	L1	0.7418103448275868	0.003623989106470968	232
Zampaglione	Français	L1	0.6912500000000001	0.02629757593391452	16
benjbenj	french - France	L1	0.6733333333333333	0.014529663145135579	12
Glasguensis	English - Scotland	L1	0.6633798882681559	0.003612632189184387	358
pickarooney	English (Ireland)	L1	0.6946031746031748	0.008170687423097896	63
Namarne	Spanish	L2	0.699978540772532	0.003083213588699255	466
Tim~!	UK — English	L1	0.7108000000000001	0.011984990613262903	25
skop	français — France	L1	0.73	0.01993043457183566	9
mplsray	English, USA	L1	0.6715800865800869	0.002114804342552625	924
rocstar	México - Español-	L2	0.6553333333333333	0.018511803496333596	45
Destilleuls	french	L1	0.728	0.017720045146669368	5
Doraemon-	"Spanish - Spain" "Catalan - Valencia"	L1	0.6717363344051441	0.0037804359098811942	311
Miguelillo 87	México español	L2	0.7205882352941179	0.005988291007432062	68
marcoszorrilla	Español - España	L2	0.7266666666666667	0.01354592423912313	15
Embonpoint	English--American	L1	0.6747505938242276	0.003392556251007671	421
Avignonais	USA, Anglophone	L2	0.6500000000000001	0.02148344622118299	13
enoo	French - France	L1	0.7050000000000001	0.020776589389663227	6
sumelic	English - California	L1	0.684705882352941	0.0076423298675787074	68
veggie21	English England	L1	0.634	0.03249615361854383	5
Meyer Wolfsheim	English	L1	0.6875000000000001	0.011164373456325458	44
Amityville	English UK	L1	0.756	0.0124899959967968	10
Rushes	French - France	L2	0.6618181818181817	0.031212415414912344	11
wandle	English - British	L1	0.6580765957446865	0.0015078637569638513	2350
James Brandon	English + French - UK	L1	0.70635687732342	0.00238869586339848	538
ride7359	English	L1	0.6633333333333334	0.02692582403567252	9
elianecanspeak	English - EEUU	L1	0.7007692307692307	0.00780380729413686	26
Orbayu	Español-España	L1	0.6603571428571426	0.008704992916123415	56
Wozzeck	French	L1	0.7055555555555555	0.02304049039258636	9
lospazio	Castellano - Argentina	L2	0.6944615384615384	0.01030317065003715	65
Salvage	USA English	L1	0.6792957746478875	0.007396023575874281	71
boukli	French	L2	0.7066666666666667	0.04601931961445951	6
Gamen	Spanish Argentina	L2	0.6584411902115263	0.0033246106865276823	627
Lampiste	Español	L1	0.7423373493975908	0.0022836930379140077	415
Ariel Knightly	Brazilian Portuguese	L2	0.6353846153846153	0.03388546667925656	13
lucas-sp	English - Californian	L1	0.6791845493562244	0.0018953739033119397	1631
Enquiring Mind	English - the Queen's	L1	0.6731830685759643	0.0026616569825755995	929
xicranda	català, español	L1	0.74	0.010000000000000009	2
Jaime Bien	Español/España	L1	0.6705405405405404	0.003741531997094842	370
airportzombie	English - CaE/AmE	L1	0.670153846153846	0.01175162081229548	65
Franco-filly	English - Southern England	L1	0.6288750000000001	0.011137793099469134	80
sayah	Spain. Spanish	L2	0.7099999999999999	0.014719601443879744	9
ManPaisa	AmE (New England) / español (Colombia)	L2	0.71578431372549	0.006072486932415459	102
Luis Albornoz	Castellano - Argentina	L2	0.6863333333333332	0.017409756369870247	30
iran	ESPAÑOL, Basque	L1	0.6843478260869565	0.014237206821760431	23
Loob	English UK	L1	0.661893520843799	0.0022834861440058298	1991
pickypuck	Extremaduran Spanish	L2	0.7272727272727274	0.0057462519852302715	44
ordequin	Castellano/ España	L1	0.7461139896373061	0.0037228634298817993	193
rocioteag	Español / México	L1	0.7003921568627449	0.007456860424947952	51
ampurdan	Català & español (Spain)	L2	0.6931724137931039	0.005861347713123375	145
belén	Spanish, Spain, Catalan, Mallorca	L2	0.6943902439024391	0.00871674013585777	41
duvija	Spanish - Uruguay	L2	0.7380195739781229	0.0035730041926926885	193
